x	y	z	L	slope
371678.126226	7647080.371575	899.249671	2719.456134	18.559763
371687.797036	7647077.826888	895.861423	2729.456134	18.559763
371697.467846	7647075.282201	892.473175	2739.456134	18.559763
371707.412399	7647074.232669	888.433057	2749.455916	18.559763
371717.357468	7647073.185957	884.391709	2759.455916	18.559763
371727.302536	7647072.139245	880.350361	2769.455916	18.559763
371737.247605	7647071.092532	876.309013	2779.455916	18.559763
371747.172103	7647069.876578	872.446176	2789.454626	18.559763
371757.078340	7647068.510391	868.741799	2799.454626	18.559763
371766.984577	7647067.144204	865.037423	2809.454626	18.559763
371776.890814	7647065.778017	861.333046	2819.454626	18.559763
371786.797051	7647064.411830	857.628670	2829.454626	18.559763
371796.703288	7647063.045643	853.924293	2839.454626	18.559763
371806.609525	7647061.679456	850.219917	2849.454626	18.559763
371816.515763	7647060.313271	846.534484	2859.454626	18.559763
371826.422005	7647058.947119	843.246764	2869.454626	18.559763
371836.320578	7647057.527346	839.959166	2879.454501	18.559763
371846.212649	7647056.062106	836.671672	2889.454501	18.559763
371856.149283	7647055.008127	833.447428	2899.446877	18.559763
371866.125613	7647054.320495	830.279528	2909.446877	18.559763
371876.101944	7647053.632863	827.111628	2919.446877	18.559763
371886.078274	7647052.945232	823.943728	2929.446877	18.559763
371896.054604	7647052.257600	820.775828	2939.446877	18.559763
371906.030934	7647051.569968	817.607928	2949.446877	18.559763
371916.007264	7647050.882336	814.440028	2959.446877	18.559763
371925.980148	7647050.147437	811.371583	2969.446801	18.559763
371935.950723	7647049.380859	808.369796	2979.446801	18.559763
371945.921297	7647048.614281	805.368009	2989.446801	18.559763
371955.891872	7647047.847702	802.366223	2999.446801	18.559763
371965.862447	7647047.081124	799.364436	3009.446801	18.559763
371975.833021	7647046.314546	796.362649	3019.446801	18.559763
371985.821353	7647046.010240	793.522578	3029.439767	18.559763
371995.821353	7647046.009706	790.788777	3039.439767	18.559763
372005.821353	7647046.009172	788.054975	3049.439767	18.559763
372015.821353	7647046.008689	785.321173	3059.439767	18.559763
372025.821353	7647046.008232	782.587371	3069.439767	18.559763
372035.821352	7647046.007774	779.853569	3079.439767	18.559763
372045.799284	7647045.432806	776.912055	3089.434251	18.559763
372055.769850	7647044.666123	773.901226	3099.434251	18.559763
372065.740417	7647043.899441	770.890398	3109.434251	18.559763
372075.710983	7647043.132759	767.879569	3119.434251	18.559763
372085.681550	7647042.366077	764.868741	3129.434251	18.559763
372095.652117	7647041.599395	761.857912	3139.434251	18.559763
372105.616542	7647040.757737	758.800383	3149.434159	18.559763
